# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexing.writesQueuedAvg,1756515718886000000,1756515778915000000,0.24770642201834864
IndexesFlusher.totalFlushingTimeUs,1756515718886000000,1756515778915000000,1260634
Indexes.allKeys.lookupDurationAvgMs,1756515718886000000,1756515778915000000,0.0
IndexesFlusher.totalFlushes,1756515718886000000,1756515778915000000,170
workspaceModel.mutableEntityStorage.instances.count,1756515718886000000,1756515778915000000,28
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1756515718886000000,1756515778915000000,0
workspaceModel.moduleBridge.before.changed.ms,1756515718886000000,1756515778915000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1756515718886000000,1756515778915000000,6
jps.app.storage.content.reader.load.component.ms,1756515718886000000,1756515778915000000,1
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1756515718886000000,1756515778915000000,1
jps.global.get.library.ms,1756515718886000000,1756515778915000000,0
workspaceModel.load.cache.from.file.ms,1756515718886000000,1756515778915000000,0
workspaceModel.moduleBridge.update.option.ms,1756515718886000000,1756515778915000000,0
workspaceModel.load.cache.metadata.from.file.ms,1756515718886000000,1756515778915000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1756515718886000000,1756515778915000000,18
jps.library.entities.serializer.load.entities.ms,1756515718886000000,1756515778915000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1756515718886000000,1756515778915000000,4
jps.modifiable.module.model.bridge.load.module.ms,1756515718886000000,1756515778915000000,0
jps.modifiable.module.model.bridge.new.module.ms,1756515718886000000,1756515778915000000,111
jps.save.changed.project.entities.ms,1756515718886000000,1756515778915000000,1
jps.artifact.entities.serializer.load.entities.ms,1756515718886000000,1756515778915000000,0
workspaceModel.global.updates.count,1756515718886000000,1756515778915000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1756515718886000000,1756515778915000000,1
workspaceModel.mutableEntityStorage.add.entity.ms,1756515718886000000,1756515778915000000,23
jps.reload.project.entities.ms,1756515718886000000,1756515778915000000,1
jps.load.project.to.empty.storage.ms,1756515718886000000,1756515778915000000,43
jps.modifiable.module.model.bridge.disposing.ms,1756515718886000000,1756515778915000000,0
workspaceModel.sync.entities.ms,1756515718886000000,1756515778915000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1756515718886000000,1756515778915000000,6
workspaceModel.moduleManagerBridge.create.module.instance.ms,1756515718886000000,1756515778915000000,84
jps.global.handle.before.change.events.ms,1756515718886000000,1756515778915000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1756515718886000000,1756515778915000000,14
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1756515718886000000,1756515778915000000,1
jps.global.handle.changed.events.ms,1756515718886000000,1756515778915000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1756515718886000000,1756515778915000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1756515718886000000,1756515778915000000,0
workspaceModel.do.save.caches.ms,1756515718886000000,1756515778915000000,196
jps.global.initialize.library.bridges.ms,1756515718886000000,1756515778915000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1756515718886000000,1756515778915000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1756515718886000000,1756515778915000000,3
jps.storage.jps.conf.reader.load.component.ms,1756515718886000000,1756515778915000000,3
workspaceModel.mutableEntityStorage.resolve.ms,1756515718886000000,1756515778915000000,1
workspaceModel.save.cache.to.file.ms,1756515718886000000,1756515778915000000,190
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1756515718886000000,1756515778915000000,0
workspaceModel.orphan.listener.update.ms,1756515718886000000,1756515778915000000,2
jps.modifiable.module.model.bridge.renaming.ms,1756515718886000000,1756515778915000000,0
jps.apply.loaded.storage.ms,1756515718886000000,1756515778915000000,118
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1756515718886000000,1756515778915000000,5
jps.facet.change.listener.before.change.events.ms,1756515718886000000,1756515778915000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1756515718886000000,1756515778915000000,0
jps.artifact.entities.serializer.save.entities.ms,1756515718886000000,1756515778915000000,0
jps.facet.change.listener.process.change.events.ms,1756515718886000000,1756515778915000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1756515718886000000,1756515778915000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1756515718886000000,1756515778915000000,0
jps.global.get.libraries.ms,1756515718886000000,1756515778915000000,0
jps.project.serializers.load.ms,1756515718886000000,1756515778915000000,4
workspaceModel.mutableEntityStorage.has.same.entities.ms,1756515718886000000,1756515778915000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1756515718886000000,1756515778915000000,3
workspaceModel.mutableEntityStorage.remove.entity.ms,1756515718886000000,1756515778915000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1756515718886000000,1756515778915000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1756515718886000000,1756515778915000000,8
jps.load.initial.state.ms,1756515718886000000,1756515778915000000,28
workspaceModel.mutableEntityStorage.referrers.ms,1756515718886000000,1756515778915000000,0
jps.project.serializers.save.ms,1756515718886000000,1756515778915000000,1
workspaceModel.delayed.project.synchronizer.sync.ms,1756515718886000000,1756515778915000000,0
jps.global.get.library.by.name.ms,1756515718886000000,1756515778915000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1756515718886000000,1756515778915000000,211
workspaceModel.global.updates.ms,1756515718886000000,1756515778915000000,0
jps.facet.change.listener.init.bridge.ms,1756515718886000000,1756515778915000000,0
jps.library.entities.serializer.save.entities.ms,1756515718886000000,1756515778915000000,0
workspaceModel.mutableEntityStorage.entities.ms,1756515718886000000,1756515778915000000,10
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1756515718886000000,1756515778915000000,0
jps.save.global.entities.ms,1756515718886000000,1756515778915000000,0
jps.global.initialize.library.bridges.after.loading.ms,1756515718886000000,1756515778915000000,7
workspaceModel.global.apply.state.to.project.ms,1756515718886000000,1756515778915000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1756515718886000000,1756515778915000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1756515718886000000,1756515778915000000,315894
FlushQueue.queueSizeMax,1756515718886000000,1756515778915000000,112
FlushQueue.waitingTimeMaxNs,1756515718886000000,1756515778915000000,1241513983
ReadAction.executionsCount,1756515718886000000,1756515778915000000,2338
NonBlockingReadAction.finalizedExecutionsCount,1756515718886000000,1756515778915000000,14
FlushQueue.waitingTime90PNs,1756515718886000000,1756515778915000000,325058559
NonBlockingReadAction.failedExecutionTimeUs,1756515718886000000,1756515778915000000,9324
AWTEventQueue.dispatchTimeTotalNS,1756515718886000000,1756515778915000000,12610492864
FlushQueue.executionTime90PNs,1756515718886000000,1756515778915000000,860159
WriteAction.executionsCount,1756515718886000000,1756515778915000000,25
AWTEventQueue.dispatchTimeAvgNs,1756515718886000000,1756515778915000000,2542858.1129032257
FlushQueue.executionTimeAvgNs,1756515718886000000,1756515778915000000,4528102.128621908
NonBlockingReadAction.failedExecutionsCount,1756515718886000000,1756515778915000000,1
FlushQueue.waitingTimeAvgNs,1756515718886000000,1756515778915000000,8.182208772155477E7
AWTEventQueue.dispatchTimeMaxNs,1756515718886000000,1756515778915000000,864026623
AWTEventQueue.eventsDispatched,1756515718886000000,1756515778915000000,4960
FlushQueue.queueSizeAvg,1756515718886000000,1756515778915000000,10.406007067137809
AWTEventQueue.dispatchTime90PNs,1756515718886000000,1756515778915000000,1810431
FlushQueue.tasksExecuted,1756515718886000000,1756515778915000000,2830
FlushQueue.executionTimeMaxNs,1756515718886000000,1756515778915000000,5637144575
FlushQueue.queueSize90P,1756515718886000000,1756515778915000000,39
VFS.contentStorage.recordsRead,1756515718886000000,1756515778915000000,2
VFS.invertedFileNameIndex.requests,1756515718886000000,1756515778915000000,0
VFS.contentStorage.recordsReadDecompressed,1756515718886000000,1756515778915000000,0
VFS.contentStorage.recordsReadSize,1756515718886000000,1756515778915000000,0
FileNameCache.totalMisses,1756515718886000000,1756515778915000000,0
VFS.contentStorage.recordsStoredCompressed,1756515718886000000,1756515778915000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1756515718886000000,1756515778915000000,0
VFS.contentStorage.recordsDeduplicated,1756515718886000000,1756515778915000000,0
VFS.fileByIdCache.hits,1756515718886000000,1756515778915000000,2
VFS.fileByIdCache.misses,1756515718886000000,1756515778915000000,24
VFS.contentStorage.recordsStoredSize,1756515718886000000,1756515778915000000,47
VFS.fileChildByName,1756515718886000000,1756515778915000000,4443
VFS.contentStorage.recordsStored,1756515718886000000,1756515778915000000,2
FileNameCache.queries,1756515718886000000,1756515778915000000,792192
VFS.contentStorage.recordsUncompressedSize,1756515718886000000,1756515778915000000,47
JVM.usedNativeBytes,1756515718886000000,1756515778915000000,363860208
JVM.maxHeapBytes,1756515718886000000,1756515778915000000,2147483648
JVM.totalDirectByteBuffersBytes,1756515718886000000,1756515778915000000,277863203
JVM.totalTimeToSafepointsMs,1756515718886000000,1756515778915000000,42
JVM.threadCount,1756515718886000000,1756515778915000000,117
JVM.maxThreadCount,1756515718886000000,1756515778915000000,121
JVM.totalSafepointCount,1756515718886000000,1756515778915000000,182
JVM.totalTimeAtSafepointsMs,1756515718886000000,1756515778915000000,516
JVM.GC.collections,1756515718886000000,1756515778915000000,53
JVM.totalBytesAllocated,1756515718886000000,1756515778915000000,2384208888
JVM.totalCpuTimeMs,1756515718886000000,1756515778915000000,86380
JVM.newThreadsCount,1756515718886000000,1756515778915000000,678
JVM.usedHeapBytes,1756515718886000000,1756515778915000000,410429032
JVM.GC.collectionTimesMs,1756515718886000000,1756515778915000000,454
OS.loadAverage,1756515718886000000,1756515778915000000,4.83056640625
writeAction.median.wait.ms,1756515778915000000,1756515837837000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1756515778915000000,1756515837837000000,83221
writeAction.wait.ms,1756515778915000000,1756515837837000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1756515778915000000,1756515837837000000,94309
DiskQueryRelay.tasksExecuted,1756515778915000000,1756515837837000000,145
writeAction.max.wait.ms,1756515778915000000,1756515837837000000,11
DiskQueryRelay.tasksRequested,1756515778915000000,1756515837837000000,145
writeAction.count,1756515778915000000,1756515837837000000,3
DirectByteBufferAllocator.reclaimed,1756515778915000000,1756515837837000000,42
FilePageCache.pageFastCacheHits,1756515778915000000,1756515837837000000,20
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1756515778915000000,1756515837837000000,41959424
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1756515778915000000,1756515837837000000,41959424
DirectByteBufferAllocator.disposed,1756515778915000000,1756515837837000000,218
FilePageCacheLockFree.housekeeperTurnsSkipped,1756515778915000000,1756515837837000000,0
FilePageCacheLockFree.totalPagesWritten,1756515778915000000,1756515837837000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1756515778915000000,1756515837837000000,0
FilePageCacheLockFree.totalPagesReadMs,1756515778915000000,1756515837837000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1756515778915000000,1756515837837000000,0
FilePageCache.pageHits,1756515778915000000,1756515837837000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1756515778915000000,1756515837837000000,0
FilePageCacheLockFree.totalBytesRead,1756515778915000000,1756515837837000000,0
FilePageCache.capacityInBytes,1756515778915000000,1756515837837000000,503316478
FilePageCache.uncachedFileAccess,1756515778915000000,1756515837837000000,2
DirectByteBufferAllocator.misses,1756515778915000000,1756515837837000000,0
FilePageCacheLockFree.nativeBytesInUse,1756515778915000000,1756515837837000000,0
FilePageCache.pageLoads,1756515778915000000,1756515837837000000,0
FilePageCacheLockFree.totalPagesRequested,1756515778915000000,1756515837837000000,0
FilePageCache.disposedBuffers,1756515778915000000,1756515837837000000,260
DirectByteBufferAllocator.hits,1756515778915000000,1756515837837000000,0
FilePageCache.totalPageDisposalsUs,1756515778915000000,1756515837837000000,0
FilePageCacheLockFree.totalPagesAllocated,1756515778915000000,1756515837837000000,0
FilePageCacheLockFree.totalPagesReclaimed,1756515778915000000,1756515837837000000,0
FilePageCache.maxCacheSizeInBytes,1756515778915000000,1756515837837000000,270548992
FilePageCacheLockFree.totalNativeBytesAllocated,1756515778915000000,1756515837837000000,0
FilePageCache.totalPageLoadsUs,1756515778915000000,1756515837837000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1756515778915000000,1756515837837000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1756515778915000000,1756515837837000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1756515778915000000,1756515837837000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1756515778915000000,1756515837837000000,0
FilePageCacheLockFree.totalPagesWriteMs,1756515778915000000,1756515837837000000,0
FilePageCacheLockFree.heapBytesInUse,1756515778915000000,1756515837837000000,0
StorageLockContext.competingThreads.max,1756515778915000000,1756515837837000000,0
StorageLockContext.competingThreads.avg,1756515778915000000,1756515837837000000,0.0
FilePageCacheLockFree.totalBytesRequested,1756515778915000000,1756515837837000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1756515778915000000,1756515837837000000,0
FilePageCache.maxRegisteredFiles,1756515778915000000,1756515837837000000,523
StorageLockContext.competingThreads.90P,1756515778915000000,1756515837837000000,0
FilePageCacheLockFree.totalPagesHandedOver,1756515778915000000,1756515837837000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1756515778915000000,1756515837837000000,0
FilePageCacheLockFree.totalBytesWritten,1756515778915000000,1756515837837000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1756515778915000000,1756515837837000000,0
workspaceModel.cachedValue.clear.count,1756515778915000000,1756515837837000000,1
workspaceModel.on.before.changed.ms,1756515778915000000,1756515837837000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1756515778915000000,1756515837837000000,0
workspaceModel.check.recursive.update.ms,1756515778915000000,1756515837837000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1756515778915000000,1756515837837000000,0
workspaceModel.updates.count,1756515778915000000,1756515837837000000,0
workspaceModel.on.changed.ms,1756515778915000000,1756515837837000000,0
workspaceModel.collect.changes.ms,1756515778915000000,1756515837837000000,0
workspaceModel.init.bridges.ms,1756515778915000000,1756515837837000000,0
workspaceModel.cachedValue.total.get.count,1756515778915000000,1756515837837000000,9
workspaceModel.cachedValue.calculated.count,1756515778915000000,1756515837837000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1756515778915000000,1756515837837000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1756515778915000000,1756515837837000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1756515778915000000,1756515837837000000,0
workspaceModel.cachedValue.from.cache.count,1756515778915000000,1756515837837000000,9
workspaceModel.replace.project.model.ms,1756515778915000000,1756515837837000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1756515778915000000,1756515837837000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1756515778915000000,1756515837837000000,0
workspaceModel.loading.total.ms,1756515778915000000,1756515837837000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1756515778915000000,1756515837837000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1756515778915000000,1756515837837000000,0
workspaceModel.update.unloaded.entities.ms,1756515778915000000,1756515837837000000,0
workspaceModel.loading.from.cache.ms,1756515778915000000,1756515837837000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1756515778915000000,1756515837837000000,1
workspaceModel.updates.ms,1756515778915000000,1756515837837000000,0
workspaceModel.full.replace.project.model.ms,1756515778915000000,1756515837837000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1756515778915000000,1756515837837000000,0
workspaceModel.workspaceFileIndexData.instances.count,1756515778915000000,1756515837837000000,0
workspaceModel.updates.precise.ms,1756515778915000000,1756515837837000000,0
workspaceModel.initializing.ms,1756515778915000000,1756515837837000000,0
workspaceModel.pre.handlers.ms,1756515778915000000,1756515837837000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1756515778915000000,1756515837837000000,0
workspaceModel.workspaceFileIndexData.init.ms,1756515778915000000,1756515837837000000,0
workspaceModel.cachedValueWithParameters.clear.count,1756515778915000000,1756515837837000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1756515778915000000,1756515837837000000,0
workspaceModel.to.snapshot.ms,1756515778915000000,1756515837837000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1756515778915000000,1756515837837000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1756515778915000000,1756515837837000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1756515778915000000,1756515837837000000,0
