# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
compiler.ArtifactManagerBridge.getArtifacts.ms,1756515778915000000,1756515837837000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1756515778915000000,1756515837837000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1756515778915000000,1756515837837000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1756515778915000000,1756515837837000000,0
compiler.ArtifactManagerBridge.commit.ms,1756515778915000000,1756515837837000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1756515778915000000,1756515837837000000,0
cacheStateStorage.set.duration,1756515778915000000,1756515837837000000,3
cacheStateStorage.get.duration,1756515778915000000,1756515837837000000,0
cacheStateStorage.set.counter,1756515778915000000,1756515837837000000,11
cacheStateStorage.get.counter,1756515778915000000,1756515837837000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1756515778915000000,1756515837837000000,0
Indexing.writesQueuedMax,1756515778915000000,1756515837837000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1756515778915000000,1756515837837000000,0
Indexes.allKeys.lookupDurationMaxMs,1756515778915000000,1756515837837000000,0.0
Indexes.entries.lookupDurationAvgMs,1756515778915000000,1756515837837000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1756515778915000000,1756515837837000000,0
Indexes.stubs.lookupDuration90PMs,1756515778915000000,1756515837837000000,0.0
Indexes.entries.lookupDurationMaxMs,1756515778915000000,1756515837837000000,0.0
Indexes.stubs.lookups,1756515778915000000,1756515837837000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1756515778915000000,1756515837837000000,0
Indexing.cache.totalCacheMisses,1756515778915000000,1756515837837000000,0
Indexes.allKeys.lookups,1756515778915000000,1756515837837000000,0
Indexes.stubs.lookupDurationMaxMs,1756515778915000000,1756515837837000000,0.0
Indexes.allKeys.lookupDuration90PMs,1756515778915000000,1756515837837000000,0.0
Indexing.cache.totalCacheEvicted,1756515778915000000,1756515837837000000,0
Indexing.cache.totalCacheAccesses,1756515778915000000,1756515837837000000,0
Indexing.totalTimeIndexersSleptMs,1756515778915000000,1756515837837000000,0
Indexing.writesQueuedMin,1756515778915000000,1756515837837000000,0
Indexes.stubs.lookupDurationAvgMs,1756515778915000000,1756515837837000000,0.0
Indexes.entries.lookups,1756515778915000000,1756515837837000000,0
Indexes.entries.lookupDuration90PMs,1756515778915000000,1756515837837000000,0.0
Indexing.writesQueuedAvg,1756515778915000000,1756515837837000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1756515778915000000,1756515837837000000,0.0
workspaceModel.mutableEntityStorage.instances.count,1756515778915000000,1756515837837000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1756515778915000000,1756515837837000000,0
workspaceModel.moduleBridge.before.changed.ms,1756515778915000000,1756515837837000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1756515778915000000,1756515837837000000,0
jps.app.storage.content.reader.load.component.ms,1756515778915000000,1756515837837000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1756515778915000000,1756515837837000000,0
jps.global.get.library.ms,1756515778915000000,1756515837837000000,0
workspaceModel.load.cache.from.file.ms,1756515778915000000,1756515837837000000,0
workspaceModel.moduleBridge.update.option.ms,1756515778915000000,1756515837837000000,0
workspaceModel.load.cache.metadata.from.file.ms,1756515778915000000,1756515837837000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1756515778915000000,1756515837837000000,0
jps.library.entities.serializer.load.entities.ms,1756515778915000000,1756515837837000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1756515778915000000,1756515837837000000,0
jps.modifiable.module.model.bridge.load.module.ms,1756515778915000000,1756515837837000000,0
jps.modifiable.module.model.bridge.new.module.ms,1756515778915000000,1756515837837000000,0
jps.save.changed.project.entities.ms,1756515778915000000,1756515837837000000,52
jps.artifact.entities.serializer.load.entities.ms,1756515778915000000,1756515837837000000,0
workspaceModel.global.updates.count,1756515778915000000,1756515837837000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1756515778915000000,1756515837837000000,0
jps.app.storage.content.writer.save.component.ms,1756515778915000000,1756515837837000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1756515778915000000,1756515837837000000,0
jps.reload.project.entities.ms,1756515778915000000,1756515837837000000,0
jps.load.project.to.empty.storage.ms,1756515778915000000,1756515837837000000,0
jps.modifiable.module.model.bridge.disposing.ms,1756515778915000000,1756515837837000000,0
workspaceModel.sync.entities.ms,1756515778915000000,1756515837837000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1756515778915000000,1756515837837000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1756515778915000000,1756515837837000000,0
jps.global.handle.before.change.events.ms,1756515778915000000,1756515837837000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1756515778915000000,1756515837837000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1756515778915000000,1756515837837000000,0
jps.global.handle.changed.events.ms,1756515778915000000,1756515837837000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1756515778915000000,1756515837837000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1756515778915000000,1756515837837000000,0
workspaceModel.do.save.caches.ms,1756515778915000000,1756515837837000000,0
jps.global.initialize.library.bridges.ms,1756515778915000000,1756515837837000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1756515778915000000,1756515837837000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1756515778915000000,1756515837837000000,0
jps.storage.jps.conf.reader.load.component.ms,1756515778915000000,1756515837837000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1756515778915000000,1756515837837000000,0
workspaceModel.save.cache.to.file.ms,1756515778915000000,1756515837837000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1756515778915000000,1756515837837000000,0
workspaceModel.orphan.listener.update.ms,1756515778915000000,1756515837837000000,0
jps.modifiable.module.model.bridge.renaming.ms,1756515778915000000,1756515837837000000,0
jps.apply.loaded.storage.ms,1756515778915000000,1756515837837000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1756515778915000000,1756515837837000000,0
jps.facet.change.listener.before.change.events.ms,1756515778915000000,1756515837837000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1756515778915000000,1756515837837000000,0
jps.artifact.entities.serializer.save.entities.ms,1756515778915000000,1756515837837000000,0
jps.facet.change.listener.process.change.events.ms,1756515778915000000,1756515837837000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1756515778915000000,1756515837837000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1756515778915000000,1756515837837000000,0
jps.global.get.libraries.ms,1756515778915000000,1756515837837000000,0
jps.project.serializers.load.ms,1756515778915000000,1756515837837000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1756515778915000000,1756515837837000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1756515778915000000,1756515837837000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1756515778915000000,1756515837837000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1756515778915000000,1756515837837000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1756515778915000000,1756515837837000000,0
jps.load.initial.state.ms,1756515778915000000,1756515837837000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1756515778915000000,1756515837837000000,0
jps.module.iml.entities.serializer.save.entities.ms,1756515778915000000,1756515837837000000,23
jps.project.serializers.save.ms,1756515778915000000,1756515837837000000,52
workspaceModel.delayed.project.synchronizer.sync.ms,1756515778915000000,1756515837837000000,0
jps.global.get.library.by.name.ms,1756515778915000000,1756515837837000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1756515778915000000,1756515837837000000,0
workspaceModel.global.updates.ms,1756515778915000000,1756515837837000000,0
jps.facet.change.listener.init.bridge.ms,1756515778915000000,1756515837837000000,0
jps.library.entities.serializer.save.entities.ms,1756515778915000000,1756515837837000000,0
workspaceModel.mutableEntityStorage.entities.ms,1756515778915000000,1756515837837000000,0
jps.module.iml.entities.serializer.load.entities.ms,1756515778915000000,1756515837837000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1756515778915000000,1756515837837000000,0
jps.save.global.entities.ms,1756515778915000000,1756515837837000000,3
jps.global.initialize.library.bridges.after.loading.ms,1756515778915000000,1756515837837000000,0
workspaceModel.global.apply.state.to.project.ms,1756515778915000000,1756515837837000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1756515778915000000,1756515837837000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1756515778915000000,1756515837837000000,862
NonBlockingReadAction.finalizedExecutionsCount,1756515778915000000,1756515837837000000,1
NonBlockingReadAction.failedExecutionTimeUs,1756515778915000000,1756515837837000000,0
AWTEventQueue.dispatchTimeTotalNS,1756515778915000000,1756515837837000000,2676786161
NonBlockingReadAction.failedExecutionsCount,1756515778915000000,1756515837837000000,0
VFS.invertedFileNameIndex.requests,1756515778915000000,1756515837837000000,0
VFS.fileByIdCache.hits,1756515778915000000,1756515837837000000,3
VFS.fileByIdCache.misses,1756515778915000000,1756515837837000000,0
VFS.fileChildByName,1756515778915000000,1756515837837000000,281
JVM.usedNativeBytes,1756515778915000000,1756515837837000000,374165360
JVM.maxHeapBytes,1756515778915000000,1756515837837000000,2147483648
JVM.totalDirectByteBuffersBytes,1756515778915000000,1756515837837000000,48244077
JVM.totalTimeToSafepointsMs,1756515778915000000,1756515837837000000,179
JVM.threadCount,1756515778915000000,1756515837837000000,47
JVM.maxThreadCount,1756515778915000000,1756515837837000000,121
JVM.totalSafepointCount,1756515778915000000,1756515837837000000,32
JVM.totalTimeAtSafepointsMs,1756515778915000000,1756515837837000000,297
JVM.GC.collections,1756515778915000000,1756515837837000000,3
JVM.totalBytesAllocated,1756515778915000000,1756515837837000000,57797528
JVM.totalCpuTimeMs,1756515778915000000,1756515837837000000,5100
JVM.newThreadsCount,1756515778915000000,1756515837837000000,14
JVM.usedHeapBytes,1756515778915000000,1756515837837000000,403033624
JVM.GC.collectionTimesMs,1756515778915000000,1756515837837000000,21
OS.loadAverage,1756515778915000000,1756515837837000000,11.16748046875
